Title,Date_of_Release,Genre,Crew_dir,Cast_stars,Plot_summary,Age_of_content,Votes,ImDBRating
Kick,2014,"Action, Comedy, Crime            ",Sajid Nadiadwala,"Salman Khan, Jacqueline Fernandez, Nawazuddin Siddiqui, Randeep Hooda","An adrenaline junkie walks away from a whirlwind romance and embraces a new life as a thief, though he soon finds himself pursued by veteran police officer and engaged in a turf war with a local gangster.",7,27808,5.3
Dil Se..,1998,"Drama, Romance            ",Mani Ratnam,"Shah Rukh Khan, Manisha Koirala, Preity Zinta, Raghuvir Yadav",A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.,23,27789,7.6
Raazi,2018,"Action, Drama, Thriller            ",Meghna Gulzar,"Alia Bhatt, Vicky Kaushal, Rajit Kapoor, Shishir Sharma",A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,3,27746,7.8
Highway,2014,"Crime, Drama, Romance            ",Imtiaz Ali,"Alia Bhatt, Randeep Hooda, Durgesh Kumar, Pradeep Nagar","Right before her wedding, a young woman finds herself abducted and held for ransom. As the initial days pass, she begins to develop a strange bond with her kidnapper.",7,27664,7.6
Tanu Weds Manu Returns,2015,"Comedy, Drama, Romance            ",Aanand L. Rai,"Kangana Ranaut, Madhavan, Jimmy Sheirgill, Deepak Dobriyal",Tanu and Manu's marriage collapses. What happens when Manu meets Tanu's lookalike Kusum - and when Tanu returns?,6,27357,7.6
Article 15,2019,"Crime, Drama, Mystery            ",Anubhav Sinha,"Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra","In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",2,27300,8.2
Baazigar,1993,"Crime, Drama, Musical            ","s:Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Shah Rukh Khan, Kajol, Dalip Tahil, Rakhee Gulzar","A young man with a vendetta against a business tycoon seduces the man's younger daughter, but she begins to suspect her new lover's connection with her elder sister and his ulterior motive.",28,27034,7.7
Tiger Zinda Hai,2017,"Action, Adventure, Thriller            ",Ali Abbas Zafar,"Salman Khan, Katrina Kaif, Anupriya Goenka, Paresh Rawal","When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a secret agent is drawn out of hiding to rescue them.",4,26840,5.9
Holiday,2014,"Action, Thriller            ",A.R. Murugadoss,"Akshay Kumar, Sonakshi Sinha, Freddy Daruwala, Sumeet Raghvan","A military officer attempts to hunt down a terrorist, destroy a terrorist gang and deactivate the sleeper cells under its command.",7,26792,7.2
Super 30,2019,"Biography, Drama            ",Vikas Bahl,"Hrithik Roshan, Mrunal Thakur, Nandish Singh, Virendra Saxena",Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.,2,26342,8.0
Jaane Tu... Ya Jaane Na,2008,"Comedy, Drama, Romance            ","Abbas Tyrewala', ""","Imran Khan, Genelia D'Souza, Manjari Fadnnis, Ayaz Khan""",Two best friends being convinced that they are not in love search for each other's love.,13,26196,7.5
Chhapaak,2020,"Biography, Drama            ",Meghna Gulzar,"Deepika Padukone, Vikrant Massey, Madhurjeet Sarghi, Payal Nair","The trials and triumphs of Malti, an acid attack survivor. From the investigation of the attack to the court proceedings, the medical treatment to the emotional healing. Chhapaak is the story of the unquashable human spirit.",1,26140,5.1
Zero,2018,"Comedy, Drama, Romance            ",Aanand L. Rai,"Shah Rukh Khan, Anushka Sharma, Katrina Kaif, Mohd. Zeeshan Ayyub","The story revolves around Bauua Singh (Shah Rukh Khan), a vertically challenged man, who is full of charm and wit, with a pinch of arrogance. Born to a wealthy family and raised in an environment of affluence, he is challenged to broaden his horizon and find purpose in life.",3,26009,5.4
Hindi Medium,2017,"Comedy, Drama            ",Saket Chaudhary,"Irrfan Khan, Saba Qamar, Dishita Sehgal, Deepak Dobriyal",A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.,4,25767,7.9
Masaan,2015,Drama            ,Neeraj Ghaywan,"Richa Chadha, Sanjay Mishra, Vicky Kaushal, Pankaj Tripathi","Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies.",6,25691,8.2
Kaabil,2017,"Action, Crime, Drama            ",Sanjay Gupta,"Hrithik Roshan, Yami Gautam, Ronit Roy, Rohit Roy",A blind man seeks revenge against a corrupt politician and his brother after his wife is raped and killed.,4,25521,7.1
Tamasha,2015,"Comedy, Drama, Romance            ",Imtiaz Ali,"Deepika Padukone, Ranbir Kapoor, Piyush Mishra, Ishtiyak Khan","The life of a man with borderline personality disorder is relived in three stages: as a nine-year-old child, a 19-year-old adolescent and a 30-year-old adult.",6,25367,7.3
Monsoon Wedding,2001,"Comedy, Drama, Romance            ",Mira Nair,"Naseeruddin Shah, Lillete Dubey, Shefali Shah, Vijay Raaz","A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.",20,25292,7.4
Thappad,2020,Drama            ,Anubhav Sinha,"Taapsee Pannu, Pavail Gulati, Kumud Mishra, Ratna Pathak Shah",Thappad is a story of Amrita whose seemingly perfect life is shattered when her husband slaps her once in a party. But is one slap enough to question what a relationship stands for?,1,25232,6.8
Badla,2019,"Crime, Drama, Mystery            ",Sujoy Ghosh,"Amitabh Bachchan, Taapsee Pannu, Amrita Singh, Antonio Aakeel",A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,2,25200,7.8
Dhoom:2,2006,"Action, Crime, Thriller            ",Sanjay Gadhvi,"Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai Bachchan, Uday Chopra","Mr A, a fearless thief, steals valuable artefacts and teams up with the girl he is attracted to but who cannot be trusted. Close on their heels are three police officers trying to apprehend them.",15,25174,6.6
Rustom,2016,"Crime, Drama, Thriller            ","harmendra Suresh Desai', ""","Akshay Kumar, Manoj Bajpayee, Ileana D'Cruz, Esha Gupta""","A naval officer returns home to find out about his wife's affair. Soon, he surrenders after murdering the lover but as the case unfolds, it starts to reveal his hidden intention.",5,24937,7.1
Sarfarosh,1999,"Action, Drama            ",John Mathew Matthan,"Aamir Khan, Naseeruddin Shah, Sonali Bendre, Mukesh Rishi","After his brother is killed and father severely injured by terrorists, a young med student quits his studies to join the Indian Police Service to wipe out the terrorists.",22,24862,8.1
Kapoor & Sons,2016,"Comedy, Drama, Family            ",Shakun Batra,"Rishi Kapoor, Rajat Kapoor, Ratna Pathak Shah, Fawad Khan","A story revolving around a dysfunctional family of 2 brothers who visit their family and discover that their parents marriage is on the verge of collapse,the family is undergoing a financial crunch and much more as the drama unfolds.",5,24681,7.7
Bodyguard,2011,"Action, Comedy, Drama            ",Siddique,"Salman Khan, Kareena Kapoor, Raj Babbar, Hazel Keech",The daughter of a wealthy nobleman secretly falls in love with her bodyguard.,10,24607,4.7
2 States,2014,"Comedy, Drama, Romance            ",Abhishek Varman,"Arjun Kapoor, Alia Bhatt, Amrita Singh, Revathi",This movie chronicles how Chetan met his wife and the difficulties they faced due to their cultural differences.,7,24497,6.9
Tanhaji: The Unsung Warrior,2020,"Action, Biography, Drama            ",Om Raut,"Ajay Devgn, Saif Ali Khan, Sharad Kelkar, Kajol","Tanhaji Malusare, a military chieftain in the army of the Maratha king Shivaji, leads the charge to capture the strategically important Kondhana fort guarded by the army of the fierce Rajput chieftain Udaybhan Rathod.",1,24030,7.6
Madras Cafe,2013,"Action, Drama, Thriller            ",Shoojit Sircar,"John Abraham, Nargis Fakhri, Raashi Khanna, Prakash Belawadi",An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.,8,23791,7.7
Jolly LLB 2,2017,"Comedy, Drama            ",Subhash Kapoor,"Akshay Kumar, Huma Qureshi, Saurabh Shukla, Annu Kapoor",Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.,4,23743,7.2
Gabbar Is Back,2015,"Action, Comedy, Crime            ",Radha Krishna Jagarlamudi,"Akshay Kumar, Shruti Haasan, Kareena Kapoor, Suman",A grief-stricken man takes the law into his own hands when he begins to kidnap and murder corrupt public servants.,6,23742,7.1
Padman,2018,"Comedy, Drama            ",R. Balki,"Akshay Kumar, Radhika Apte, Sonam Kapoor, Jyoti Subhash","Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",3,23585,7.9
Bhool Bhulaiyaa,2007,"Comedy, Horror, Mystery            ",Priyadarshan,"Akshay Kumar, Vidya Balan, Shiney Ahuja, Ameesha Patel","An NRI and his wife decide to stay in his ancestral home, paying no heed to the warnings about ghosts. Soon, inexplicable occurrences cause him to call a psychiatrist to help solve the mystery.",14,23493,7.3
Agneepath,2012,"Action, Crime, Drama            ",Karan Malhotra,"Hrithik Roshan, Priyanka Chopra Jonas, Sanjay Dutt, Rishi Kapoor",A young boy's father is lynched before his eyes; fifteen years later he returns home for revenge.,9,23307,6.9
Khosla Ka Ghosla!,2006,"Comedy, Crime, Drama            ",bakar Banerjee,"Anupam Kher, Boman Irani, Parvin Dabas, Tara Sharma",A Delhi based retired middle class man tries half-heartedly to get his land back from a swindling property dealer with the help of his sons and their friends.,15,23090,8.3
Darr,1993,"Action, Drama, Romance            ",Yash Chopra,"Juhi Chawla, Sunny Deol, Shah Rukh Khan, Anupam Kher",A woman plans to marry a navy officer but she is also the object of another man's obsession.,28,22973,7.8
Wanted,2009,"Action, Crime, Thriller            ",Prabhu Deva,"Salman Khan, Ayesha Takia, Vinod Khanna, Govind Namdeo","Radhe is a ruthless gangster who will kill anyone for money. He is attracted towards Jhanvi, a middle class girl, who does not approve of his work and wants him to change.",12,22961,6.6
Bang Bang,2014,"Action, Adventure, Comedy            ",Siddharth Anand,"Hrithik Roshan, Katrina Kaif, Alex Upadhyay, Pawan Malhotra","A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background.",7,22870,5.6
Guru,2007,Drama            ,Mani Ratnam,"Mithun Chakraborty, Abhishek Bachchan, Aishwarya Rai Bachchan, Madhavan","A villager, Gurukant Desai, arrives in Bombay 1958, and rises from its streets to become the GURU, the biggest tycoon in Indian history.",14,22837,7.7
Badlapur,2015,"Action, Crime, Drama            ",Sriram Raghavan,"Varun Dhawan, Nawazuddin Siddiqui, Yami Gautam, Huma Qureshi",Raghu begins walking a fine line between good and evil as he exacts violent revenge on two criminals who killed his family 15 years ago.,6,22820,7.4
Secret Superstar,2017,"Drama, Music            ",Advait Chandan,"Zaira Wasim, Meher Vij, Raj Arjun, Aamir Khan",A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.,4,22756,7.8
Koi... Mil Gaya,2003,"Action, Drama, Romance            ",Rakesh Roshan,"Hrithik Roshan, Rekha, Preity Zinta, Rakesh Roshan","A developmentally disabled young man tries to continue the work his father did in communicating with extra-terrestrials from outer space, which leads to something miraculous and wonderful.",18,22577,7.1
2.0,2018,"Action, Sci-Fi            ",S. Shankar,"Rajinikanth, Akshay Kumar, Amy Jackson, Adil Hussain","After mobiles start mysteriously flying out of the hands of people in Chennai, Dr Vaseegaran summons his trusted robot Chitti to ward off the bird-shaped supernatural powers of Pakshirajan.",3,22527,6.2
Jo Jeeta Wohi Sikandar,1992,"Comedy, Drama, Romance            ",Mansoor Khan,"Aamir Khan, Ayesha Jhulka, Deepak Tijori, Pooja Bedi","A rich brat and a poor chap try to woo a girl, with their rivalry culminating in the most prestigious college event - the marathon cycle race.",29,22499,8.2
Parmanu: The Story of Pokhran,2018,"Action, Drama, History            ",Abhishek Sharma,"John Abraham, Boman Irani, Diana Penty, Anuja Sathe","Ashwat Raina and his teammates arrive in Pokhran to re-conduct a confidential nuclear test, where they face challenges from the American Lacrosse satellite and local spies.",3,22413,7.6
Lakshya,2004,"Action, Drama, Romance            ",Farhan Akhtar,"Hrithik Roshan, Preity Zinta, Amitabh Bachchan, Om Puri","An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.",17,22215,7.9
Ae Dil Hai Mushkil,2016,"Drama, Music, Musical            ",Karan Johar,"Ranbir Kapoor, Aishwarya Rai Bachchan, Anushka Sharma, Fawad Khan","This story explores love - the shapes it takes, the ways it changes us and the exhilarating and often terrifying ride it takes us on. It is the journey of two characters, Alizeh and Ayan, as they navigate life, love and heartbreak.",5,22145,5.8
Simmba,2018,"Action, Comedy, Crime            ",Rohit Shetty,"Sam Nagar, Ranveer Singh, Sara Ali Khan, Sonu Sood","Simmba, a Corrupt Officer, enjoys all the perks of being an immoral and unethical police officer until a life-changing event forces him to choose the righteous path.",3,22067,5.6
Detective Byomkesh Bakshy!,2015,"Action, Crime, Drama            ",bakar Banerjee,"Sushant Singh Rajput, Anand Tiwari, Neeraj Kabi, Divya Menon","While investigating the disappearance of a chemist, a detective uncovers a larger conspiracy to unsettle Calcutta.",6,22046,7.7
War,2019,"Action, Adventure, Thriller            ",Siddharth Anand,"Hrithik Roshan, Tiger Shroff, Vaani Kapoor, Ashutosh Rana",An Indian soldier chases after his mentor who has gone rogue following an unexpected kill.,2,21958,6.5
Neerja,2016,"Biography, Drama, Thriller            ",Ram Madhvani,"Sonam Kapoor, Shabana Azmi, Yogendra Tikku, Abrar Zahoor","Neerja is the story of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.",5,21929,7.6
